연번,시,구,도로명 주소,세부 위치,설치 장소 유형,수거 쓰레기 종류,Latitude,Longitude
1,서울특별시,종로구,사직로 125,경복궁역 4번출구,지하철역 입구,일반쓰레기,37.576399,126.970126
2,서울특별시,종로구,사직로 125,경복궁역 4번출구,지하철역 입구,재활용쓰레기,37.576399,126.970126
3,서울특별시,종로구,자하문로 28 ,스타벅스 앞,도로변(횡단보도 포함),일반쓰레기,37.57856,126.969078
4,서울특별시,종로구,자하문로 28,스타벅스 앞,도로변(횡단보도 포함),재활용쓰레기,37.57856,126.969078
5,서울특별시,종로구,자하문로 44,라파리나 카페 앞,도로변(횡단보도 포함),일반쓰레기,37.579973,126.968663
6,서울특별시,종로구,자하문로 44,라파리나 카페 앞,도로변(횡단보도 포함),재활용쓰레기,37.579973,126.968663
7,서울특별시,종로구,자하문로 68 ,평화제과 앞,도로변(횡단보도 포함),일반쓰레기,37.580448,126.969107
8,서울특별시,종로구,자하문로 68 ,평화제과 앞,도로변(횡단보도 포함),재활용쓰레기,37.580448,126.969107
9,서울특별시,종로구,자하문로 13-2 ,경복궁역 2번출구방면 뉴욕버거 앞,도로변(횡단보도 포함),일반쓰레기,37.577375,126.969078
10,서울특별시,종로구,자하문로 13-2 ,경복궁역 3번출구방면 뉴욕버거 앞,도로변(횡단보도 포함),재활용쓰레기,37.577375,126.969078
11,서울특별시,종로구,효자로 13길 45,청와대 사랑채 분수대 앞,도로변(횡단보도 포함),일반쓰레기,37.579058,126.973838
12,서울특별시,종로구,효자로 13길 45,청와대 사랑채 분수대 앞,도로변(횡단보도 포함),재활용쓰레기,37.579058,126.973838
13,서울특별시,종로구,사직동 1-28,버스정류장(01-1113),"정류소(버스,택시 등)",일반쓰레기,37.57573,126.96892
14,서울특별시,종로구,사직동 1-28,버스정류장(01-1113),"정류소(버스,택시 등)",재활용쓰레기,37.57573,126.96892
15,서울특별시,종로구,자하문로1길 12,털보집 앞,상가지역,일반쓰레기,37.576578,126.968857
16,서울특별시,종로구,자하문로1길 50-1,더삼겹 185 앞,상가지역,일반쓰레기,37.57701,126.966779
17,서울특별시,종로구,자하문로1길 34,넘버원양꼬치 앞 ,상가지역,일반쓰레기,37.576614,126.967663
18,서울특별시,종로구,자하문로1길 49-4,해태상회 앞,상가지역,일반쓰레기,37.5768,126.96678
19,서울특별시,종로구,청운동 129,호호당 앞,상가지역,일반쓰레기,37.585033,126.97021
20,서울특별시,종로구,대학로 135,명륜포차 앞 대로변,상가지역,일반쓰레기,37.583235,126.998554
21,서울특별시,종로구,대학로 122 ,탑텐 대학로점 앞 대로변,상가지역,일반쓰레기,37.582183,127.002246
22,서울특별시,종로구,대학로 116,스타벅스 앞,상가지역,일반쓰레기,37.581519,127.002283
23,서울특별시,종로구,이화장 1길 20,종로노인종합복지관 뒷편,상가지역,일반쓰레기,37.58075,126.97949
24,서울특별시,종로구,자하문로1길 3-1,세종마을 음식문화거리 부근,상가지역,일반쓰레기,37.576452,126.969395
25,서울특별시,종로구,자하문로1길 5,세종마을 음식문화거리 부근,상가지역,일반쓰레기,37.57662,126.969337
26,서울특별시,종로구,자하문로1길 3,세종마을 음식문화거리 부근,상가지역,일반쓰레기,37.576452,126.969395
27,서울특별시,종로구,자하문로 39,형제마켓 앞,상가지역,일반쓰레기,37.5777,126.966777
28,서울특별시,종로구,자하문로 1길 32,서촌 친구네 앞,상가지역,일반쓰레기,37.577754,126.96941
29,서울특별시,종로구,자하문로1길 32,서촌 친구네 앞,상가지역,재활용쓰레기,37.576558,126.967745
30,서울특별시,종로구,필운대로 9-2,도로변,도로변(횡단보도 포함),일반쓰레기,37.577166,126.966229
31,서울특별시,종로구,통일로16길 3,상가대로변,상가지역,일반쓰레기,37.5756159,126.9570898
32,서울특별시,종로구,사직로8길 4,버스정류장(01-1128),"정류소(버스,택시 등)",일반쓰레기,37.5744169,126.9688811
33,서울특별시,종로구,사직로8길 4,버스정류장(01-1129),"정류소(버스,택시 등)",재활용쓰레기,37.5744169,126.9688811
34,서울특별시,종로구,새문안로 82 ,에스타워 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5697299,126.9739214
35,서울특별시,종로구,새문안로 82,에스타워 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5697299,126.9739214
36,서울특별시,종로구,신문로1가 141,광화문 버스정류장 앞 (01-009),"정류소(버스,택시 등)",일반쓰레기,37.5701578,126.975797
37,서울특별시,종로구,신문로1가 141,광화문 버스정류장 앞 (01-009),"정류소(버스,택시 등)",일반쓰레기,37.5701578,126.975797
38,서울특별시,종로구,청계천로 1,채널A 본사 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5695378,126.9780701
39,서울특별시,종로구,청게천로 1,채널A 본사 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5695378,126.9780701
40,서울특별시,종로구,종로 14 ,한국무역공사 빌딩 앞,도로변(횡단보도 포함),재활용쓰레기,37.5697852,126.9788611
41,서울특별시,종로구,종로 30-1,종로분식 앞,도로변(횡단보도 포함),일반쓰레기,37.5699684,126.9807392
42,서울특별시,종로구,종로 30-1 ,종로분식 앞,도로변(횡단보도 포함),재활용쓰레기,37.5699684,126.9807392
43,서울특별시,종로구,종로1가 54,종로1가 버스정류장(01-012),"정류소(버스,택시 등)",일반쓰레기,37.5702322,126.9814161
44,서울특별시,종로구,종로1가 54,종로1가 버스정류장(01-012),"정류소(버스,택시 등)",일반쓰레기,37.5702322,126.9814161
45,서울특별시,종로구,종로1가 82-2,종로1가 버스정류장(01-011),"정류소(버스,택시 등)",일반쓰레기,37.570212,126.9797574
46,서울특별시,종로구,종로1가 82-2,종로1가 버스정류장(01-011),"정류소(버스,택시 등)",재활용쓰레기,37.570212,126.9797574
47,서울특별시,종로구,종로1길 50,더 케이트윈타워 대로��앞,도로변(횡단보도 포함),일반쓰레기,37.5747575,126.9792977
48,서울특별시,종로구,종로1길 50,더 케이트윈타워 대로변앞,도로변(횡단보도 포함),재활용쓰레기,37.5747575,126.9792977
49,서울특별시,종로구,종로 5길 103,세븐일레븐 앞,도로변(횡단보도 포함),일반쓰레기,37.5742351,126.9787718
50,서울특별시,종로구,종로 103,세븐일레븐 앞,도로변(횡단보도 포함),재활용쓰레기,37.5703147,126.9886465
51,서울특별시,종로구,종로 44길 80,수족관거리 시스페이스 앞,도로변(횡단보도 포함),일반쓰레기,37.5706501,127.0146706
52,서울특별시,종로구,종로 44길 81,수족관거리 시스페이스 앞,도로변(횡단보도 포함),재활용쓰레기,37.5708338,127.0147649
53,서울특별시,종로구,종로2가 15-1,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",일반쓰레기,37.5703582,126.9863939
54,서울특별시,종로구,종로2가 15-2,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",일반쓰레기,37.5704209,126.9864037
55,서울특별시,종로구,종로 104,YBM 종로3가 앞,도로변(횡단보도 포함),일반쓰레기,37.5699371,126.9887823
56,서울특별시,종로구,종로 104,YBM 종로4가 앞,도로변(횡단보도 포함),일반쓰레기,37.5699371,126.9887823
57,서울특별시,종로구,종로 51 ,종각교차로 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5704497,126.9838628
58,서울특별시,종로구,종로2가 15-1,종로2가 버스정류장(01-015),"정류소(버스,택시 등)",일반쓰레기,37.5703582,126.9863939
59,서울특별시,종로구,종로2가 15-1,종로2가 버스정류장(01-015),"정류소(버스,택시 등)",일반쓰레기,37.5703582,126.9863939
60,서울특별시,종로구,종로 73,CU 종각쇼핑센터 앞,도로변(횡단보도 포함),일반쓰레기,37.5704285,126.9857346
61,���울특별시,종로구,종로 74,영안빌딩 앞,도로변(횡단보도 포함),재활용쓰레기,37.5699448,126.9856159
62,서울특별시,종로구,종로 83,귀금속 도매상가 앞,도로변(횡단보도 포함),일반쓰레기,37.5704222,126.9867005
63,서울특별시,종로구,종로 83,귀금속 도매상가 앞,도로변(횡단보도 포함),재활용쓰레기,37.5704222,126.9867005
64,서울특별시,종로구,인사동길 1,남인사마당,도로변(횡단보도 포함),일반쓰레기,37.5732841,126.9856063
65,서울특별시,종로구,인사동길 1 ,남인사마당,도로변(횡단보도 포함),재활용쓰레기,37.5732841,126.9856063
66,서울특별시,종로구,율곡로 46 ,종로경찰서 앞,도로변(횡단보도 포함),일반쓰레기,37.5760033,126.9847107
67,서울특별시,종로구,율곡로 46,종로경찰서 앞,도로변(횡단보도 포함),재활용쓰레기,37.5760033,126.9847107
68,서울특별시,종로구,삼일대로 467,서울노인복지센터 앞,도로변(횡단보도 포함),일반쓰레기,37.5759852,126.9858221
69,서울특별시,종로구,삼일대로 467,서울노인복지센터 앞,도로변(횡단보도 포함),재활용쓰레기,37.5759852,126.9858221
70,서울특별시,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",일반쓰레기,37.5703019,126.9780405
71,서울특별시,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",재활용쓰레기,37.5703019,126.9780405
72,서울특별시,종로구,세종대로 178 , KT광화문지사 앞,도로변(횡단보도 포함),일반쓰레기,37.5721422,126.9779548
73,서울특별시,종로구,세종대로 178 , KT광화문지사 앞,도로변(횡단보도 포함),재활용쓰레기,37.5721422,126.9779548
74,서울특별시,종로구,종로1길 42-1,세븐일레븐 세종로점,도로변(횡단보도 포함),일반쓰레기,37.5742279,126.978678
75,서울특별시,종로구,종로1길 42,이마빌딩 앞 ,도로변(횡단보도 포함),일반쓰레기,37.573909,126.9790182
76,서울특별시,종로구,종로1길 42,이마빌딩 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.573909,126.9790182
77,서울특별시,종로구,세종대로 175 세종문화회관,세종문화회관 앞,도로변(횡단보도 포함),일반쓰레기,37.5725254,126.9756429
78,서울특별시,종로구,세종대로 175 세종문화회관,세종문화회관 앞,도로변(횡단보도 포함),재활용쓰레기,37.5725254,126.9756429
79,서울특별시,종로구,새문안로 5길 ,광화문역 5번출구,지하철역 입구,일반쓰레기,37.5727626,126.9745122
80,서울특별시,종로구,새문안로 5길,광화문역 5번출구,지하철역 입구,재활용쓰레기,37.5727626,126.9745122
81,서울특별시,종로구,새문안로 103-1,삼원온���리약국 ,도로변(횡단보도 포함),일반쓰레기,37.5704807,126.9761834
82,서울특별시,종로구,새문안로 103-1,삼원온누리약국 ,도로변(횡단보도 포함),재활용쓰레기,37.5704807,126.9761834
83,서울특별시,종로구,새문안로 55,서울역사박물관 버스정류장(01-008),도로변(횡단보도 포함),일반쓰레기,37.5707551,126.9688336
84,서울특별시,종로구,새문안로 56,서울역사박물관 버스정류장(01-007),도로변(횡단보도 포함),일반쓰레기,37.5688813,126.9701401
85,서울특별시,종로구,통일로 134,디타워 돈의문 앞,도로변(횡단보도 포함),일반쓰레기,37.5724271,126.9613598
86,서울특별시,종로구,통일로 134,디타워 돈의문 앞,도로변(횡단보도 포함),재활용쓰레기,37.5724271,126.9613598
87,서울특별시,종로구,새문안로 3길,경복궁역 7번출구,지하철역 입구,일반쓰레기,37.5720788,126.9726462
88,서울특별시,종로구,새문안로 3길,경복궁역 7번출구,지하철역 입구,재활용쓰레기,37.5720788,126.9726462
89,서울특별시,종로구,수송동 80-7 ,보성사 터 앞,도로변(횡단보도 포함),일반쓰레기,37.5738446,126.9811476
90,서울특별시,종로구,수송동 80-7 ,보성사 터 앞,도로변(횡단보도 포함),일반쓰레기,37.5738446,126.9811476
91,서울특별시,종로구,종로 1,교보생명 빌딩 앞,도로변(횡단보도 포함),일반쓰레기,37.5707568,126.9939678
92,서울특별시,종로구,종로 1,교보생명 빌딩 앞,도로변(횡단보도 포함),��반쓰레기,37.5707568,126.9939678
93,서울특별시,종로구,청계천로 35,이마트24 청계천점 앞,도로변(횡단보도 포함),일반쓰레기,37.5693974,126.9813685
94,서울특별시,종로구,종로2가 34-2,탑골공원 앞,도로변(횡단보도 포함),일반쓰레기,37.5703147,126.9886465
95,서울특별시,종로구,종로2가 34-2,탑골공원 앞,도로변(횡단보도 포함),재활용쓰레기,37.5703147,126.9886465
96,서울특별시,종로구,종로 113,오복플란트치과의원 건물 앞,도로변(횡단보도 포함),일반쓰레기,37.5705872,126.9901361
97,서울특별시,종로구,종로 113,오복플란트치과의원 건물 앞,도로변(횡단보도 포함),재활용쓰레기,37.5705872,126.9901361
98,서울특별시,종로구,종로 94,버거킹 종로점 앞,도로변(횡단보도 포함),일반쓰레기,37.5699342,126.9881006
99,서울특별시,종로구,종로 94,버거킹 종로점 앞,도로변(횡단보도 포함),재활용쓰레기,37.5699342,126.9881006
100,서울특별시,종로구,종로 104,올리브영 앞,도로변(횡단보도 포함),일반쓰레기,37.5699371,126.9887823
101,서울특별시,종로구,종로 104,올리브영 앞,도로변(횡단보도 포함),재활용쓰레기,37.5699371,126.9887823
102,서울특별시,종로구,종로 160-3,다시세운상가 대로변,도로변(횡단보도 포함),일반쓰레기,37.5706625,126.9968261
103,서울특별시,종로구,종로 160-3,다시세운상가 대로변,도로변(횡단보도 포함),재활용쓰레기,37.5706625,126.9968261
104,서울특별시,종로구,종로 지하 129,1호선 종로3가역 2번출구,도로변(횡단보도 포함),일반쓰레기,37.5726373,127.0012795
105,서울특별시,종로구,종로 지하 130,1호선 종로3가역 2번출구,도로변(횡단보도 포함),재활용쓰레기,37.5726373,127.0012795
106,서울특별시,종로구,돈화문로 89,제이미파커스 앞,도로변(횡단보도 포함),일반쓰레기,37.5764139,126.9901784
107,서울특별시,종로구,돈화문로 89,제이미파커스 앞,도로변(횡단보도 포함),재활용쓰레기,37.5764139,126.9901784
108,서울특별시,종로구,율곡로3길 4 ,서울공예박물관 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5768583,126.9835802
109,서울특별시,종로구,율곡로3길 4 ,서울공예박물관 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5768583,126.9835802
110,서울특별시,종로구,운니동 98-7,종로웨니스센터 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5775644,126.9890014
111,서울특별시,종로구,운니동 98-7,종로웨니스센터 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5775644,126.9890014
112,서울특별시,종로구,율곡로 78,안국역 2번출구 앞,도로변(횡단보도 포함),일반쓰레기,37.5768367,126.9876604
113,서울특별시,종로구,율곡로 78,안국역 2번출구 앞,도로변(횡단보도 포함),재활용쓰레기,37.5768367,126.9876604
114,서울특별시,종로구,북촌로4길 7,재동초등학교 입구 ,도로변(횡단보도 포함),일반쓰레기,37.5798618,126.9856013
115,서울특별시,종로구,북촌로4길 7,재동초등학교 입구 ,도로변(횡단보도 포함),재활용쓰레기,37.5798618,126.9856013
116,서울특별시,종로구,북촌로 51,에비뉴 골목 ,상가지역,일반쓰레기,37.5813442,126.9849013
117,서울특별시,종로구,북촌로 51,에비뉴 골목 ,상가지역,재활용쓰레기,37.5813442,126.9849013
118,서울특별시,종로구,북촌로 35 ,가회동 주민센터 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5801053,126.9847902
119,서울특별시,종로구,북촌로 35 ,가회동 주민센터 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5801053,126.9847902
120,서울특별시,종로구,북촌로5가길 3,아원갤러리 앞,도로변(횡단보도 포함),일반쓰레기,37.5797466,126.9821928
121,서울특별시,종로구,북촌로5가길 3,아원갤러리 앞,도로변(횡단보도 포함),재활용쓰레기,37.5797466,126.9821928
122,서울특별시,종로구,삼청로 68 삼청파출소,삼청파출소 앞,도로변(횡단보도 포함),일반쓰레기,37.5816443,126.9813855
123,서울특별시,종로구,삼청로 68 삼청파출소,삼청파출소 앞,도로변(횡단보도 포함),재활용쓰레기,37.5816443,126.9813855
124,서울특별시,종로구,삼청로 99-1,삼청새마을금고 본점 ,도로변(횡단보도 포함),일반쓰레기,37.5843942,126.9818527
125,서울특별시,종로구,삼청로 99-1,삼청새마을금고 본점 ,도로변(횡단보도 포함),재활용쓰레기,37.5843942,126.9818527
126,서울특별시,종로구,삼청로 102,카페 아뜰리에 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5845198,126.9823006
127,서울특별시,종로구,삼청로 102,카페 아뜰리에 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5845198,126.9823006
128,서울특별시,종로구,서순라길 3,가판대 앞,도로변(횡단보도 포함),일반쓰레기,37.5708117,126.993717
129,서울특별시,종로구,서순라길 7,가판대 앞,도로변(횡단보도 포함),일반쓰레기,37.5710128,126.9937223
130,서울특별시,종로구,종로3가 2-1,투썸종로3가역 점 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5705086,126.9895422
131,서울특별시,종로구,돈화문로 32-1,스태리 앞,도로변(횡단보도 포함),일반쓰레기,37.5714827,126.9921143
132,서울특별시,종로구,돈화문로 35,국수집 앞,도로변(횡단보도 포함),일반쓰레기,37.5715859,126.9916563
133,서울특별시,종로구,대학로 95,NH농협은행 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5807323,126.9994808
134,서울특별시,종로구,대학로 95,NH농협은행 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5807323,126.9994808
135,서울특별시,종로구,연건동 28-2,"창경궁, 서울대병원 버스정류장(01-002)","정류소(버스,택시 등)",일반쓰레기,37.5807323,126.9994808
136,서울특별시,종로구,연건동 28-2,"창경궁, 서울대병원 버스정류장(01-002)","정류소(버스,택시 등)",재활용쓰레기,37.5807323,126.9994808
137,서울특별시,종로구,대학로 8길 1,마로니에공원 버스정류장(01-220),"정류소(버스,택시 등)",일반쓰레기,37.580938,127.0024386
138,서울특별시,종로구,대학로 8길 2,마로니에공원 버스정류장(01-220),"정류소(버스,택시 등)",재활용쓰레기,37.5809562,127.0031623
139,서울특별시,종로구,종로 200,종로5가 광장시장 버스정류장(01-020),"정류소(버스,택시 등)",일반쓰레기,37.570669,126.9998978
140,서울특별시,종로구,종로 200,종로5가 광장시장 버스정류장(01-020),"정류소(버스,택시 등)",재활용쓰레기,37.570669,126.9998978
141,서울특별시,종로구,창경궁로 235,명륜3가 성대입구 버스정류장(01-003),"정류소(버스,택시 등)",일반쓰레기,37.5830164,126.998326
142,서울특별시,종로구,창경궁로 236,명륜3가 성대입구 버스정류장(01-004),"정류소(버스,택시 등)",재활용쓰레기,37.5825421,126.9987685
143,서울특별시,종로구,창경궁로 269,혜화로터리 버스정류장(01-005),"정류소(버스,택시 등)",일반쓰레기,37.5852724,127.0006884
144,서울특별시,종로구,창경궁로 269,혜화로터리 버스정류장(01-005),"정류소(버스,택시 등)",재활용쓰레기,37.5852724,127.0006884
145,서울특별시,종로구,종로3가 45-4,종로4가 종묘 버스정류장(01-017),"정류소(버스,택시 등)",일반쓰레기,37.570492,126.9937222
146,서울특별시,종로구,종로3가 45-4,종로4가 종묘 버스정류장(01-017),"정류소(버스,택시 등)",재활용쓰레기,37.570492,126.9937222
147,서울특별시,종로구,대학로 145,아이브로우바 앞 ,"정류소(버스,택시 등)",일반쓰레기,37.5841402,127.0012818
148,서울특별시,종로구,대학로 145,아이브로우바 앞 ,"정류소(버스,택시 등)",재활용쓰레기,37.5841402,127.0012818
149,서울특별시,종로구,대학로 75,방송통신대 버스정류장(01-219),"정류소(버스,택시 등)",일반쓰레기,37.5780312,127.0018502
150,서울특별시,종로구,대학로 76,방송통신대 버스정류장(01-219),"정류소(버스,택시 등)",재활용쓰레기,37.5782763,127.0016013
151,서울특별시,종로구,종로4가 183,종로5가 광장시장 버스정류장(01-019),"정류소(버스,택시 등)",일반쓰레기,37.5708563,126.9990389
152,서울특별시,종로구,종로4가 183,종로5가 광장시장 버스정류장(01-019),"정류소(버스,택시 등)",재활용쓰레기,37.5708563,126.9990389
153,서울특별시,종로구,종로5가 82-1,종로6가 버스정류소(01-021),"정류소(버스,택시 등)",일반쓰레기,37.571031,127.0019512
154,서울특별시,종로구,종로5가 82-1,종로6가 버스정류소(01-021),"정류소(버스,택시 등)",재활용쓰레기,37.571031,127.0019512
155,서울특별시,종로구,혜화로 32,혜화초등학교 앞,도로변(횡단보도 포함),일반쓰레기,37.5889493,126.9999836
156,서울특별시,종로구,혜화로 33,혜화초등학교 앞,도로변(횡단보도 포함),재활용쓰레기,37.5885429,126.9993919
157,서울특별시,종로구,지봉로5길 7-5,구민회관 입구,도로변(횡단보도 포함),일반쓰레기,37.5735118,127.0144845
158,서울특별시,종로구,지봉로5길 7-6,구민회관 입구,도로변(횡단보도 포함),재활용쓰레기,37.5742172,127.0142876
159,서울특별시,종로구,종로347,다이소 동묘점 앞,도로변(횡단보도 포함),일반쓰레기,37.5738513,127.0161779
160,서울특별시,종로구,종로 347,다이소 동묘점 앞,도로변(횡단보도 포함),재활용쓰레기,37.5738513,127.0161779
161,서울특별시,종로구,종로 299-1,동대문본가 설렁탕 앞,도로변(횡단보도 포함),일반쓰레기,37.57205,127.0110155
162,서울특별시,종로구,종로 299-1,동대문본가 설렁탕 앞,도로변(횡단보도 포함),재활용쓰레기,37.57205,127.0110155
163,서울특별시,종로구,숭인동 1311,신설동역 11번출구,지하철역 입구,일반쓰레기,37.5757123,127.0227739
164,서울특별시,종로구,숭인동 1312,신설동역 11번출구,지하철역 입구,재활용쓰레기,37.5755779,127.0189448
165,서울특별시,종로구,종로 294,KFC 동대문점,도로변(횡단보도 포함),일반쓰레기,37.5712689,127.0107108
166,서울특별시,종로구,종로 294,KFC 동대문점,도로변(횡단보도 포함),재활용쓰레기,37.5712689,127.0107108
167,서울특별시,종로구,종로 289,빽다방 동대문역점 앞,도로변(횡단보도 포함),일반쓰레기,37.5717518,127.0099788
168,서울특별시,종로구,종로 294,KFC 동대문점,도로변(횡단보도 포함),일반쓰레기,37.5712689,127.0107108
169,서울특별시,종로구,종로 307,동대문역 2번 출구,도로변(횡단보도 포함),일반쓰레기,37.572216,127.0118542
170,서울특별시,종로구,종로 359,동묘앞역 1호선 1번 출구,도로변(횡단보도 포함),일반쓰레기,37.5735962,127.0171394
171,서울특별시,종로구,종로 400,ABL생명빌딩 앞,도로변(횡단보도 포함),일반쓰레기,37.5746281,127.0218847
172,서울특별시,종로구,인사동길 62,북인사관광안내소 앞,상가지역,일반쓰레기,37.5754348,126.9834929
173,서울특별시,종로구,인사동길 62,북������관광안내소 앞,상가지역,재활용쓰레기,37.5754348,126.9834929
174,서울특별시,종로구,인사동길 40,수도약국 앞,상가지역,일반쓰레기,37.5740445,126.9851499
175,서울특별시,종로구,인사동길 40,수도약국 앞,상가지역,재활용쓰레기,37.5740445,126.9851499
176,서울특별시,종로구,인사동길12,대일빌딩 앞,상가지역,일반쓰레기,37.5745447,126.984988
177,서울특별시,종로구,인사동길12,대일빌딩 앞,상가지역,재활용쓰레기,37.5745447,126.984988
178,서울특별시,종로구,창신동 204-14,동대문(흥인지문)I3(01-037),"정류소(버스,택시 등)",일반쓰레기,37.5721241,127.0122581
179,서울특별시,종로구,신문로2가 15,서울역사박물관.경희궁I3(01-007),"정류소(버스,택시 등)",일반쓰레기,37.5688813,126.9701401
180,서울특별시,종로구,신문로2가 1-33,서울역사박물관.경희궁O3(01-008),"정류소(버스,택시 등)",일반쓰레기,37.5692507,126.9704095
181,서울특별시,종로구,종로5가 11-2,종로5가I6(이동형)(01-120),"정류소(버스,택시 등)",일반쓰레기,37.5711086,127.0049219
182,서울특별시,종로구,종로5가 11-2,종로5가I6(이동형)(01-120),"정류소(버스,택시 등)",일반쓰레기,37.5711086,127.0049219
183,서울특별시,종로구,종로5가 11-2,종로6가I6(이동형)(01-022),"정류소(버스,택시 등)",일반쓰레기,37.5711086,127.0049219
184,서울특별시,종로구,종로5가 11-2,종로6가I6(이동형)(01-022),"정류소(버스,택시 등)",일반쓰레기,37.5711086,127.0049219
185,서울특별시,종로구,종로4가 32-8,종로4가 버스정류소(01-018),"정류소(버스,택시 등)",일반쓰레기,37.5706625,126.9968261
186,서울특별시,종로구,종로4가 32-8,종로4가 버스정류소(01-018),"정류소(버스,택시 등)",일반쓰레기,37.5706625,126.9968261
187,서울특별시,종로구,종로129,종로3가 버스정류소(01-016),"정류소(버스,택시 등)",일반쓰레기,37.5704474,126.990896
188,서울특별시,종로구,종로129,종로3가 버스정류소(01-016),"정류소(버스,택시 등)",일반쓰레기,37.5704474,126.990896
189,서울특별시,종로구,종로 73,종로2가 버스정류소(01-013),"정류소(버스,택시 등)",일반쓰레기,37.5704285,126.9857346
190,서울특별시,종로구,종로 73,종로2가 버스정류소(01-013),"정류소(버스,택시 등)",일반쓰레기,37.5704285,126.9857346
191,서울특별시,종로구,사직로 115,"경복궁역 1번 출구, 사직단 어린이도서관 (01114)","정류소(버스,택시 등)",일반쓰레기,37.5763353,126.9714913
192,서울특별시,종로구,사직로 115,"경복궁역 1번 출구, 사직단 어린이도서관 (01114)","정류소(버스,택시 등)",재활용쓰레기,37.5763353,126.9714913
193,서울특별시,종로구,무악동 47-9,"독립문역, 서대문형무소역사관(01167)","정류소(버스,택시 등)",일반쓰레기,37.5732331,126.9594299
194,서울특별시,종로구,무악동 47-9,"독립문역, 서대문형무소역사관(01167)","정류소(버스,택시 등)",재활용쓰레기,37.5732331,126.9594299
195,서울특별시,종로구,새문안로 9,"서대문역사거리,적십자병원(01169)","정류소(버스,택시 등)",일반쓰레기,37.5673883,126.9669836
196,서울특별시,종로구,새문안로 9,"서대문역사거리,적십자병원(01169)","정류소(버스,택시 등)",재활용쓰레기,37.5673883,126.9669836
197,서울특별시,종로구,신문로1가 141,광화문 버스정류장 앞 (01-009),"정류소(버스,택시 등)",일반쓰레기,37.5701578,126.975797
198,서울특별시,종로구,신문로1가 141,광화문 버스정류장 앞 (01-009),"정류소(버스,택시 등)",재활용쓰레기,37.5701578,126.975797
199,서울특별시,종로구,종로1가 54,종로1가 버스정류장(01-012),"정류소(버스,택시 등)",일반쓰레기,37.5702322,126.9814161
200,서울특별시,종로구,종로1가 54,종로1가 버스정류장(01-012),"정류소(버스,택시 등)",재활용쓰레기,37.5702322,126.9814161
201,서울특별시,종로구,종로1가 82-2,종로1가 버스정류장(01-011),"정류소(버스,택시 등)",일반쓰레기,37.570212,126.9797574
202,서울특별시,종로구,종로1가 82-2,종로1가 버스정류장(01-011),"정류소(버스,택시 등)",재활용쓰레기,37.570212,126.9797574
203,서울특별시,종로구,종로2가 15-1,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",일반쓰레기,37.5703582,126.9863939
204,서울특별시,종로구,종로2가 15-1,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",재활용쓰레기,37.5703582,126.9863939
205,서울특별시,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",일반쓰레기,37.5703019,126.9780405
206,서울특별시,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",재활용쓰레기,37.5703019,126.9780405
207,서울특별시,종로구,신문로2가 15,서울역사박물관.경희궁I3(01-007),"정류소(버스,택시 등)",일반쓰레기,37.5688813,126.9701401
208,서울특별시,종로구,신문로2가 15,서울역사박물관.경희궁I3(01-007),"정류소(버스,택시 등)",재활용쓰레기,37.5688813,126.9701401
209,서울특별시,종로구,신문로2가 1-33,서울역사박물관.경희궁O3(01-008),"정류소(버스,택시 등)",일반쓰레기,37.5692507,126.9704095
210,서울특별시,종로구,신문로2가 1-33,서울역사박물관.경희궁O3(01-008),"정류소(버스,택시 등)",재활용쓰레기,37.5692507,126.9704095
211,서울특별시,종로구,종로 73,종로2가 버스정류소(01-013),"정류소(버스,택시 등)",일반쓰레기,37.5704285,126.9857346
212,서울특별시,종로구,종로 73,종로2가 버스정류소(01-013),"정류소(버스,택시 등)",재활용쓰레기,37.5704285,126.9857346
213,서울특별시,종로구,사직로8길 4,버스정류장(01-1128),"정류소(버스,택시 등)",일반쓰레기,37.5744169,126.9688811
